"group","species_name","indval","pval","padj","freq"
4,"Cephalopholis colonus",0.096072900476096,0.011,1,17
4,"Cephalopholis colonus",0.0893613100091007,0.011,1,10
4,"Cephalopholis colonus",0.089039580935601,0.003,1,8
4,"Cephalopholis colonus",0.0887323943661972,0.007,1,5
4,"Cephalopholis colonus",0.0868189806678383,0.022,1,6
4,"Cephalopholis colonus",0.0837216930299966,0.012,1,20
4,"Cephalopholis colonus",0.081203007518797,0.008,1,5
4,"Cephalopholis colonus",0.074295558434098,0.036,1,12
4,"Cephalopholis colonus",0.0718339390397775,0.025,1,9
4,"Cephalopholis colonus",0.0707751642590732,0.03,1,19
4,"Cephalopholis colonus",0.0704014480636625,0.048,1,40
4,"Cephalopholis colonus",0.0666666666666667,0.011,1,2
4,"Cephalopholis colonus",0.0666666666666667,0.008,1,2
4,"Cephalopholis colonus",0.0666666666666667,0.011,1,2
4,"Cephalopholis colonus",0.0666666666666667,0.011,1,2
4,"Cephalopholis colonus",0.0666666666666667,0.008,1,2
4,"Cephalopholis colonus",0.0666666666666667,0.012,1,2
4,"Cephalopholis colonus",0.0666666666666667,0.01,1,2
4,"Cephalopholis colonus",0.0666666666666667,0.01,1,2
4,"Cephalopholis colonus",0.0666666666666667,0.006,1,2
4,"Cephalopholis colonus",0.0666666666666667,0.009,1,2
4,"Cephalopholis colonus",0.0663078579117331,0.019,1,6
4,"Cephalopholis colonus",0.0648011588095865,0.034,1,5
4,"Cephalopholis colonus",0.06378896882494,0.02,1,3
4,"Cephalopholis colonus",0.0637401229148376,0.02,1,3
4,"Cephalopholis colonus",0.0636415201361316,0.014,1,3
4,"Cephalopholis colonus",0.0636271529888551,0.022,1,3
4,"Cephalopholis colonus",0.0633291614518148,0.015,1,3
4,"Cephalopholis colonus",0.0628606965174129,0.05,1,11
4,"Cephalopholis colonus",0.0628498727735369,0.017,1,4
4,"Cephalopholis colonus",0.0622950819672131,0.006,1,3
4,"Cephalopholis colonus",0.0621468926553672,0.022,1,3
4,"Cephalopholis colonus",0.0608294930875576,0.029,1,5
4,"Cephalopholis colonus",0.0603921568627451,0.023,1,3
4,"Cephalopholis colonus",0.0602254428341385,0.048,1,5
4,"Cephalopholis colonus",0.0594612909639246,0.05,1,15
4,"Cephalopholis colonus",0.0582984658298466,0.013,1,3
4,"Cephalopholis colonus",0.058019887591872,0.038,1,4
4,"Cephalopholis colonus",0.0578545832851693,0.035,1,8
4,"Cephalopholis colonus",0.0560600835345059,0.049,1,11
4,"Cephalopholis colonus",0.0556655665566557,0.028,1,3
4,"Cephalopholis colonus",0.0549346732882133,0.048,1,11
4,"Cephalopholis colonus",0.053551912568306,0.02,1,3
4,"Cephalopholis colonus",0.0527214883463587,0.044,1,8
4,"Cephalopholis colonus",0.0526019690576653,0.038,1,4
4,"Cephalopholis colonus",0.0505747126436782,0.03,1,3
4,"Cephalopholis colonus",0.0458730433778086,0.05,1,4
4,"Cephalopholis colonus",0.0452952862560954,0.041,1,4
5,"Cephalopholis panamensis",0.242424242424242,0.001,1,8
5,"Cephalopholis panamensis",0.22503428266645,0.001,1,232
5,"Cephalopholis panamensis",0.212121212121212,0.001,1,7
5,"Cephalopholis panamensis",0.208835887796619,0.001,1,25
5,"Cephalopholis panamensis",0.192989389387238,0.002,1,279
5,"Cephalopholis panamensis",0.181818181818182,0.001,1,6
5,"Cephalopholis panamensis",0.180011902161081,0.001,1,58
5,"Cephalopholis panamensis",0.172480485219827,0.001,1,12
5,"Cephalopholis panamensis",0.172379117858691,0.001,1,7
5,"Cephalopholis panamensis",0.168217609162491,0.001,1,25
5,"Cephalopholis panamensis",0.166152385473534,0.001,1,7
5,"Cephalopholis panamensis",0.16361373401292,0.001,1,45
5,"Cephalopholis panamensis",0.156030185428231,0.02,1,313
5,"Cephalopholis panamensis",0.145781496867499,0.002,1,19
5,"Cephalopholis panamensis",0.144608021590242,0.001,1,11
5,"Cephalopholis panamensis",0.140377239115821,0.003,1,8
5,"Cephalopholis panamensis",0.138865595125749,0.006,1,10
5,"Cephalopholis panamensis",0.12456818008866,0.023,1,33
5,"Cephalopholis panamensis",0.121212121212121,0.003,1,4
5,"Cephalopholis panamensis",0.121212121212121,0.002,1,4
5,"Cephalopholis panamensis",0.120093149268127,0.038,1,120
5,"Cephalopholis panamensis",0.118085064790405,0.016,1,106
5,"Cephalopholis panamensis",0.117845117845118,0.003,1,6
5,"Cephalopholis panamensis",0.11196235748326,0.002,1,7
5,"Cephalopholis panamensis",0.110226983796778,0.009,1,10
5,"Cephalopholis panamensis",0.10826860382344,0.047,1,94
5,"Cephalopholis panamensis",0.104405812724935,0.003,1,8
5,"Cephalopholis panamensis",0.102278712614662,0.016,1,17
5,"Cephalopholis panamensis",0.100244435060112,0.034,1,14
5,"Cephalopholis panamensis",0.0988344988344988,0.005,1,6
5,"Cephalopholis panamensis",0.0975972000388798,0.022,1,61
5,"Cephalopholis panamensis",0.0966498643286081,0.022,1,23
5,"Cephalopholis panamensis",0.0942760942760943,0.003,1,6
5,"Cephalopholis panamensis",0.0930016275284817,0.011,1,7
5,"Cephalopholis panamensis",0.0923619759236198,0.006,1,8
5,"Cephalopholis panamensis",0.0909090909090909,0.008,1,3
5,"Cephalopholis panamensis",0.0909090909090909,0.008,1,3
5,"Cephalopholis panamensis",0.0909090909090909,0.006,1,3
5,"Cephalopholis panamensis",0.0909090909090909,0.005,1,3
5,"Cephalopholis panamensis",0.0909090909090909,0.008,1,3
5,"Cephalopholis panamensis",0.0909090909090909,0.004,1,3
5,"Cephalopholis panamensis",0.0909090909090909,0.008,1,3
5,"Cephalopholis panamensis",0.089094208876423,0.006,1,4
5,"Cephalopholis panamensis",0.0865038045654786,0.011,1,4
5,"Cephalopholis panamensis",0.0840442618328809,0.046,1,6
5,"Cephalopholis panamensis",0.0836433165305058,0.015,1,6
5,"Cephalopholis panamensis",0.0829049714074061,0.017,1,7
5,"Cephalopholis panamensis",0.0825971158155963,0.005,1,8
5,"Cephalopholis panamensis",0.0818451045499417,0.039,1,5
5,"Cephalopholis panamensis",0.0818181818181818,0.006,1,4
5,"Cephalopholis panamensis",0.0817160367722165,0.018,1,4
5,"Cephalopholis panamensis",0.0816883250997395,0.04,1,24
5,"Cephalopholis panamensis",0.081008100810081,0.016,1,4
5,"Cephalopholis panamensis",0.0808080808080808,0.013,1,4
5,"Cephalopholis panamensis",0.077416500774165,0.013,1,9
5,"Cephalopholis panamensis",0.0763214587153989,0.024,1,13
5,"Cephalopholis panamensis",0.075844814707592,0.031,1,11
5,"Cephalopholis panamensis",0.0755840807486109,0.049,1,31
5,"Cephalopholis panamensis",0.0754650754650755,0.014,1,4
5,"Cephalopholis panamensis",0.0754150630846069,0.049,1,6
5,"Cephalopholis panamensis",0.0749123179415526,0.016,1,16
5,"Cephalopholis panamensis",0.0738874432649989,0.012,1,7
5,"Cephalopholis panamensis",0.0732856395044495,0.01,1,5
5,"Cephalopholis panamensis",0.0727272727272727,0.018,1,4
5,"Cephalopholis panamensis",0.0727272727272727,0.025,1,5
5,"Cephalopholis panamensis",0.0725351237854003,0.041,1,37
5,"Cephalopholis panamensis",0.0713731235401069,0.026,1,14
5,"Cephalopholis panamensis",0.0712938679403987,0.015,1,10
5,"Cephalopholis panamensis",0.0709885066227373,0.041,1,6
5,"Cephalopholis panamensis",0.0709838107098381,0.011,1,5
5,"Cephalopholis panamensis",0.0699593702386998,0.027,1,5
5,"Cephalopholis panamensis",0.0697476999319348,0.044,1,7
5,"Cephalopholis panamensis",0.0689944426968648,0.022,1,5
5,"Cephalopholis panamensis",0.0681077879774948,0.022,1,4
5,"Cephalopholis panamensis",0.0679598257888268,0.041,1,10
5,"Cephalopholis panamensis",0.0673548381379046,0.037,1,13
5,"Cephalopholis panamensis",0.0670804965959151,0.034,1,5
5,"Cephalopholis panamensis",0.0667726164755415,0.023,1,9
5,"Cephalopholis panamensis",0.0663412383184644,0.05,1,7
5,"Cephalopholis panamensis",0.0655419347008132,0.028,1,5
5,"Cephalopholis panamensis",0.0651737277795506,0.038,1,13
5,"Cephalopholis panamensis",0.0641711229946524,0.03,1,4
5,"Cephalopholis panamensis",0.0632018509113481,0.012,1,7
5,"Cephalopholis panamensis",0.063169342429513,0.035,1,7
5,"Cephalopholis panamensis",0.0618355391625081,0.05,1,6
5,"Cephalopholis panamensis",0.060905442195964,0.038,1,6
5,"Cephalopholis panamensis",0.0606060606060606,0.037,1,2
5,"Cephalopholis panamensis",0.0606060606060606,0.05,1,2
5,"Cephalopholis panamensis",0.0606060606060606,0.039,1,2
5,"Cephalopholis panamensis",0.0606060606060606,0.042,1,2
5,"Cephalopholis panamensis",0.0606060606060606,0.043,1,2
5,"Cephalopholis panamensis",0.0606060606060606,0.035,1,2
5,"Cephalopholis panamensis",0.0606060606060606,0.044,1,2
5,"Cephalopholis panamensis",0.0606060606060606,0.039,1,2
5,"Cephalopholis panamensis",0.0606060606060606,0.037,1,2
5,"Cephalopholis panamensis",0.0606060606060606,0.05,1,2
5,"Cephalopholis panamensis",0.0606060606060606,0.042,1,2
5,"Cephalopholis panamensis",0.0606060606060606,0.035,1,2
5,"Cephalopholis panamensis",0.0606060606060606,0.031,1,2
5,"Cephalopholis panamensis",0.0606060606060606,0.043,1,2
5,"Cephalopholis panamensis",0.0606060606060606,0.042,1,2
5,"Cephalopholis panamensis",0.0606060606060606,0.045,1,2
5,"Cephalopholis panamensis",0.0606060606060606,0.045,1,2
5,"Cephalopholis panamensis",0.0606060606060606,0.043,1,2
5,"Cephalopholis panamensis",0.0606060606060606,0.042,1,2
5,"Cephalopholis panamensis",0.0606060606060606,0.032,1,2
5,"Cephalopholis panamensis",0.0606060606060606,0.035,1,2
5,"Cephalopholis panamensis",0.0606060606060606,0.048,1,2
5,"Cephalopholis panamensis",0.0606060606060606,0.041,1,2
5,"Cephalopholis panamensis",0.0606060606060606,0.041,1,2
5,"Cephalopholis panamensis",0.0606060606060606,0.038,1,2
5,"Cephalopholis panamensis",0.0606060606060606,0.044,1,2
5,"Cephalopholis panamensis",0.0606060606060606,0.048,1,2
5,"Cephalopholis panamensis",0.0606060606060606,0.043,1,2
5,"Cephalopholis panamensis",0.0606060606060606,0.038,1,2
5,"Cephalopholis panamensis",0.0606060606060606,0.032,1,2
5,"Cephalopholis panamensis",0.0606060606060606,0.044,1,2
5,"Cephalopholis panamensis",0.0606060606060606,0.048,1,2
5,"Cephalopholis panamensis",0.0606060606060606,0.045,1,2
5,"Cephalopholis panamensis",0.0605785255180097,0.041,1,9
5,"Cephalopholis panamensis",0.0604108720050749,0.05,1,3
5,"Cephalopholis panamensis",0.0596590909090909,0.047,1,6
5,"Cephalopholis panamensis",0.0583891168214209,0.047,1,4
5,"Cephalopholis panamensis",0.0580808080808081,0.039,1,3
5,"Cephalopholis panamensis",0.0575667371468599,0.038,1,8
5,"Cephalopholis panamensis",0.0573219883564711,0.04,1,3
5,"Cephalopholis panamensis",0.0572333793244417,0.043,1,3
5,"Cephalopholis panamensis",0.0570409982174688,0.04,1,3
5,"Cephalopholis panamensis",0.056969696969697,0.05,1,3
5,"Cephalopholis panamensis",0.0568132637724951,0.035,1,10
5,"Cephalopholis panamensis",0.0564652738565782,0.023,1,3
5,"Cephalopholis panamensis",0.0563866513233602,0.046,1,7
5,"Cephalopholis panamensis",0.0561040909943555,0.036,1,3
5,"Cephalopholis panamensis",0.0550038197097021,0.036,1,3
5,"Cephalopholis panamensis",0.0548878501823061,0.034,1,4
5,"Cephalopholis panamensis",0.0546269873624134,0.04,1,3
5,"Cephalopholis panamensis",0.0541335686966755,0.034,1,3
5,"Cephalopholis panamensis",0.053475935828877,0.035,1,3
5,"Cephalopholis panamensis",0.0534617259920345,0.047,1,11
5,"Cephalopholis panamensis",0.0534118160017441,0.035,1,3
5,"Cephalopholis panamensis",0.0529285174198802,0.038,1,3
5,"Cephalopholis panamensis",0.052610629423879,0.032,1,3
5,"Cephalopholis panamensis",0.0525739320920044,0.048,1,4
5,"Cephalopholis panamensis",0.0512543835985973,0.045,1,6
5,"Cephalopholis panamensis",0.0502531549913096,0.041,1,4
5,"Cephalopholis panamensis",0.0484848484848485,0.049,1,3
5,"Cephalopholis panamensis",0.0480274442538594,0.035,1,3
5,"Cephalopholis panamensis",0.0461133069828722,0.045,1,3
6,"Chaetodon humeralis",0.514538171581738,0.001,1,24
6,"Chaetodon humeralis",0.411418975650714,0.001,1,15
6,"Chaetodon humeralis",0.291231992051664,0.001,1,14
6,"Chaetodon humeralis",0.242338761379664,0.001,1,9
6,"Chaetodon humeralis",0.211126578999245,0.001,1,10
6,"Chaetodon humeralis",0.195037045482793,0.001,1,10
6,"Chaetodon humeralis",0.181818181818182,0.001,1,6
6,"Chaetodon humeralis",0.181818181818182,0.001,1,6
6,"Chaetodon humeralis",0.178019535041919,0.003,1,29
6,"Chaetodon humeralis",0.151515151515152,0.001,1,5
6,"Chaetodon humeralis",0.151515151515152,0.001,1,5
6,"Chaetodon humeralis",0.151515151515152,0.001,1,5
6,"Chaetodon humeralis",0.121212121212121,0.002,1,4
6,"Chaetodon humeralis",0.121212121212121,0.001,1,4
6,"Chaetodon humeralis",0.121212121212121,0.001,1,4
6,"Chaetodon humeralis",0.120168824394177,0.001,1,6
6,"Chaetodon humeralis",0.120107934660739,0.009,1,6
6,"Chaetodon humeralis",0.118856017742676,0.001,1,5
6,"Chaetodon humeralis",0.113112222460856,0.003,1,5
6,"Chaetodon humeralis",0.109814970562886,0.007,1,14
6,"Chaetodon humeralis",0.0909090909090909,0.006,1,3
6,"Chaetodon humeralis",0.0909090909090909,0.005,1,3
6,"Chaetodon humeralis",0.0909090909090909,0.009,1,3
6,"Chaetodon humeralis",0.0909090909090909,0.007,1,3
6,"Chaetodon humeralis",0.0909090909090909,0.005,1,3
6,"Chaetodon humeralis",0.0909090909090909,0.004,1,3
6,"Chaetodon humeralis",0.0886363636363636,0.013,1,4
6,"Chaetodon humeralis",0.0811125850957924,0.016,1,8
6,"Chaetodon humeralis",0.0606060606060606,0.046,1,2
6,"Chaetodon humeralis",0.0606060606060606,0.046,1,2
6,"Chaetodon humeralis",0.0606060606060606,0.039,1,2
6,"Chaetodon humeralis",0.0606060606060606,0.043,1,2
6,"Chaetodon humeralis",0.0606060606060606,0.031,1,2
6,"Chaetodon humeralis",0.0606060606060606,0.039,1,2
6,"Chaetodon humeralis",0.0606060606060606,0.043,1,2
6,"Chaetodon humeralis",0.0606060606060606,0.041,1,2
6,"Chaetodon humeralis",0.0606060606060606,0.035,1,2
6,"Chaetodon humeralis",0.0606060606060606,0.043,1,2
6,"Chaetodon humeralis",0.0606060606060606,0.034,1,2
6,"Chaetodon humeralis",0.0564350491357791,0.026,1,3
7,"Epinephelus labriformis",0.496398945557632,0.001,1,74
7,"Epinephelus labriformis",0.419465058979847,0.006,1,206
7,"Epinephelus labriformis",0.392593082918061,0.001,1,82
7,"Epinephelus labriformis",0.307388929637848,0.001,1,86
7,"Epinephelus labriformis",0.272727272727273,0.001,1,9
7,"Epinephelus labriformis",0.272727272727273,0.001,1,9
7,"Epinephelus labriformis",0.262442833109382,0.001,1,30
7,"Epinephelus labriformis",0.242424242424242,0.001,1,8
7,"Epinephelus labriformis",0.242424242424242,0.001,1,8
7,"Epinephelus labriformis",0.242424242424242,0.001,1,8
7,"Epinephelus labriformis",0.242424242424242,0.001,1,8
7,"Epinephelus labriformis",0.242424242424242,0.001,1,8
7,"Epinephelus labriformis",0.242424242424242,0.001,1,8
